k,sigma,seed,generator,hard_infeasible
3.5,0.05,12,x*vy-y*vx (ang. momentum),False
4.0,0.05,12,x^2+vx^2 (x-energy),False
4.0,0.05,12,y^2+vy^2 (y-energy),False
4.0,0.05,12,x*y+vx*vy (cross term),False
4.0,0.05,12,x*vy-y*vx (ang. momentum),False
5.0,0.05,12,x^2+vx^2 (x-energy),False
5.0,0.05,12,y^2+vy^2 (y-energy),False
5.0,0.05,12,x*y+vx*vy (cross term),False
5.0,0.05,12,x*vy-y*vx (ang. momentum),False
7.0,0.05,12,x^2+vx^2 (x-energy),False
7.0,0.05,12,y^2+vy^2 (y-energy),False
7.0,0.05,12,x*y+vx*vy (cross term),False
7.0,0.05,12,x*vy-y*vx (ang. momentum),False
0.0,0.05,13,x^2+vx^2 (x-energy),False
0.0,0.05,13,y^2+vy^2 (y-energy),False
0.0,0.05,13,x*y+vx*vy (cross term),False
0.0,0.05,13,x*vy-y*vx (ang. momentum),False
1.0,0.05,13,x^2+vx^2 (x-energy),False
1.0,0.05,13,y^2+vy^2 (y-energy),False
1.0,0.05,13,x*y+vx*vy (cross term),False
1.0,0.05,13,x*vy-y*vx (ang. momentum),False
1.5,0.05,13,x^2+vx^2 (x-energy),False
1.5,0.05,13,y^2+vy^2 (y-energy),False
1.5,0.05,13,x*y+vx*vy (cross term),False
1.5,0.05,13,x*vy-y*vx (ang. momentum),False
2.0,0.05,13,x^2+vx^2 (x-energy),False
2.0,0.05,13,y^2+vy^2 (y-energy),False
2.0,0.05,13,x*y+vx*vy (cross term),False
2.0,0.05,13,x*vy-y*vx (ang. momentum),False
2.5,0.05,13,x^2+vx^2 (x-energy),False
2.5,0.05,13,y^2+vy^2 (y-energy),False
2.5,0.05,13,x*y+vx*vy (cross term),False
2.5,0.05,13,x*vy-y*vx (ang. momentum),False
3.0,0.05,13,x^2+vx^2 (x-energy),False
3.0,0.05,13,y^2+vy^2 (y-energy),False
3.0,0.05,13,x*y+vx*vy (cross term),False
3.0,0.05,13,x*vy-y*vx (ang. momentum),False
3.5,0.05,13,x^2+vx^2 (x-energy),False
3.5,0.05,13,y^2+vy^2 (y-energy),False
3.5,0.05,13,x*y+vx*vy (cross term),False
3.5,0.05,13,x*vy-y*vx (ang. momentum),False
4.0,0.05,13,x^2+vx^2 (x-energy),False
4.0,0.05,13,y^2+vy^2 (y-energy),False
4.0,0.05,13,x*y+vx*vy (cross term),False
4.0,0.05,13,x*vy-y*vx (ang. momentum),False
5.0,0.05,13,x^2+vx^2 (x-energy),False
5.0,0.05,13,y^2+vy^2 (y-energy),False
5.0,0.05,13,x*y+vx*vy (cross term),False
5.0,0.05,13,x*vy-y*vx (ang. momentum),False
7.0,0.05,13,x^2+vx^2 (x-energy),False
7.0,0.05,13,y^2+vy^2 (y-energy),False
7.0,0.05,13,x*y+vx*vy (cross term),False
7.0,0.05,13,x*vy-y*vx (ang. momentum),False
0.0,0.05,14,x^2+vx^2 (x-energy),False
0.0,0.05,14,y^2+vy^2 (y-energy),False
0.0,0.05,14,x*y+vx*vy (cross term),False
0.0,0.05,14,x*vy-y*vx (ang. momentum),False
1.0,0.05,14,x^2+vx^2 (x-energy),False
1.0,0.05,14,y^2+vy^2 (y-energy),False
1.0,0.05,14,x*y+vx*vy (cross term),False
1.0,0.05,14,x*vy-y*vx (ang. momentum),False
1.5,0.05,14,x^2+vx^2 (x-energy),False
1.5,0.05,14,y^2+vy^2 (y-energy),False
1.5,0.05,14,x*y+vx*vy (cross term),False
1.5,0.05,14,x*vy-y*vx (ang. momentum),False
2.0,0.05,14,x^2+vx^2 (x-energy),False
2.0,0.05,14,y^2+vy^2 (y-energy),False
2.0,0.05,14,x*y+vx*vy (cross term),False
2.0,0.05,14,x*vy-y*vx (ang. momentum),False
2.5,0.05,14,x^2+vx^2 (x-energy),False
2.5,0.05,14,y^2+vy^2 (y-energy),False
2.5,0.05,14,x*y+vx*vy (cross term),False
2.5,0.05,14,x*vy-y*vx (ang. momentum),False
3.0,0.05,14,x^2+vx^2 (x-energy),False
3.0,0.05,14,y^2+vy^2 (y-energy),False
3.0,0.05,14,x*y+vx*vy (cross term),False
3.0,0.05,14,x*vy-y*vx (ang. momentum),False
3.5,0.05,14,x^2+vx^2 (x-energy),False
3.5,0.05,14,y^2+vy^2 (y-energy),False
3.5,0.05,14,x*y+vx*vy (cross term),False
3.5,0.05,14,x*vy-y*vx (ang. momentum),False
4.0,0.05,14,x^2+vx^2 (x-energy),False
4.0,0.05,14,y^2+vy^2 (y-energy),False
4.0,0.05,14,x*y+vx*vy (cross term),False
4.0,0.05,14,x*vy-y*vx (ang. momentum),False
5.0,0.05,14,x^2+vx^2 (x-energy),False
5.0,0.05,14,y^2+vy^2 (y-energy),False
5.0,0.05,14,x*y+vx*vy (cross term),False
5.0,0.05,14,x*vy-y*vx (ang. momentum),False
7.0,0.05,14,x^2+vx^2 (x-energy),False
7.0,0.05,14,y^2+vy^2 (y-energy),False
7.0,0.05,14,x*y+vx*vy (cross term),False
7.0,0.05,14,x*vy-y*vx (ang. momentum),False
0.0,0.05,15,x^2+vx^2 (x-energy),False
0.0,0.05,15,y^2+vy^2 (y-energy),False
0.0,0.05,15,x*y+vx*vy (cross term),False
0.0,0.05,15,x*vy-y*vx (ang. momentum),True
1.0,0.05,15,x^2+vx^2 (x-energy),False
1.0,0.05,15,y^2+vy^2 (y-energy),False
1.0,0.05,15,x*y+vx*vy (cross term),False
1.0,0.05,15,x*vy-y*vx (ang. momentum),False
1.5,0.05,15,x^2+vx^2 (x-energy),False
1.5,0.05,15,y^2+vy^2 (y-energy),False
1.5,0.05,15,x*y+vx*vy (cross term),False
1.5,0.05,15,x*vy-y*vx (ang. momentum),False
2.0,0.05,15,x^2+vx^2 (x-energy),False
2.0,0.05,15,y^2+vy^2 (y-energy),False
2.0,0.05,15,x*y+vx*vy (cross term),False
2.0,0.05,15,x*vy-y*vx (ang. momentum),False
2.5,0.05,15,x^2+vx^2 (x-energy),False
2.5,0.05,15,y^2+vy^2 (y-energy),False
2.5,0.05,15,x*y+vx*vy (cross term),False
2.5,0.05,15,x*vy-y*vx (ang. momentum),False
3.0,0.05,15,x^2+vx^2 (x-energy),False
3.0,0.05,15,y^2+vy^2 (y-energy),False
3.0,0.05,15,x*y+vx*vy (cross term),False
3.0,0.05,15,x*vy-y*vx (ang. momentum),False
3.5,0.05,15,x^2+vx^2 (x-energy),False
3.5,0.05,15,y^2+vy^2 (y-energy),False
3.5,0.05,15,x*y+vx*vy (cross term),False
3.5,0.05,15,x*vy-y*vx (ang. momentum),False
4.0,0.05,15,x^2+vx^2 (x-energy),False
4.0,0.05,15,y^2+vy^2 (y-energy),False
4.0,0.05,15,x*y+vx*vy (cross term),False
4.0,0.05,15,x*vy-y*vx (ang. momentum),False
5.0,0.05,15,x^2+vx^2 (x-energy),False
5.0,0.05,15,y^2+vy^2 (y-energy),False
5.0,0.05,15,x*y+vx*vy (cross term),False
5.0,0.05,15,x*vy-y*vx (ang. momentum),False
7.0,0.05,15,x^2+vx^2 (x-energy),False
7.0,0.05,15,y^2+vy^2 (y-energy),False
7.0,0.05,15,x*y+vx*vy (cross term),False
7.0,0.05,15,x*vy-y*vx (ang. momentum),False
0.0,0.05,16,x^2+vx^2 (x-energy),False
0.0,0.05,16,y^2+vy^2 (y-energy),False
0.0,0.05,16,x*y+vx*vy (cross term),False
0.0,0.05,16,x*vy-y*vx (ang. momentum),True
1.0,0.05,16,x^2+vx^2 (x-energy),False
1.0,0.05,16,y^2+vy^2 (y-energy),False
1.0,0.05,16,x*y+vx*vy (cross term),False
1.0,0.05,16,x*vy-y*vx (ang. momentum),False
1.5,0.05,16,x^2+vx^2 (x-energy),False
1.5,0.05,16,y^2+vy^2 (y-energy),False
1.5,0.05,16,x*y+vx*vy (cross term),False
1.5,0.05,16,x*vy-y*vx (ang. momentum),False
2.0,0.05,16,x^2+vx^2 (x-energy),False
2.0,0.05,16,y^2+vy^2 (y-energy),False
2.0,0.05,16,x*y+vx*vy (cross term),False
2.0,0.05,16,x*vy-y*vx (ang. momentum),False
2.5,0.05,16,x^2+vx^2 (x-energy),False
2.5,0.05,16,y^2+vy^2 (y-energy),False
2.5,0.05,16,x*y+vx*vy (cross term),False
2.5,0.05,16,x*vy-y*vx (ang. momentum),False
3.0,0.05,16,x^2+vx^2 (x-energy),False
3.0,0.05,16,y^2+vy^2 (y-energy),False
3.0,0.05,16,x*y+vx*vy (cross term),False
3.0,0.05,16,x*vy-y*vx (ang. momentum),False
3.5,0.05,16,x^2+vx^2 (x-energy),False
3.5,0.05,16,y^2+vy^2 (y-energy),False
3.5,0.05,16,x*y+vx*vy (cross term),False
3.5,0.05,16,x*vy-y*vx (ang. momentum),False
4.0,0.05,16,x^2+vx^2 (x-energy),False
4.0,0.05,16,y^2+vy^2 (y-energy),False
4.0,0.05,16,x*y+vx*vy (cross term),False
4.0,0.05,16,x*vy-y*vx (ang. momentum),False
5.0,0.05,16,x^2+vx^2 (x-energy),False
5.0,0.05,16,y^2+vy^2 (y-energy),False
5.0,0.05,16,x*y+vx*vy (cross term),False
5.0,0.05,16,x*vy-y*vx (ang. momentum),False
7.0,0.05,16,x^2+vx^2 (x-energy),False
7.0,0.05,16,y^2+vy^2 (y-energy),False
7.0,0.05,16,x*y+vx*vy (cross term),False
7.0,0.05,16,x*vy-y*vx (ang. momentum),False
0.0,0.05,17,x^2+vx^2 (x-energy),False
0.0,0.05,17,y^2+vy^2 (y-energy),False
0.0,0.05,17,x*y+vx*vy (cross term),True
0.0,0.05,17,x*vy-y*vx (ang. momentum),False
1.0,0.05,17,x^2+vx^2 (x-energy),False
1.0,0.05,17,y^2+vy^2 (y-energy),False
1.0,0.05,17,x*y+vx*vy (cross term),False
1.0,0.05,17,x*vy-y*vx (ang. momentum),False
1.5,0.05,17,x^2+vx^2 (x-energy),False
1.5,0.05,17,y^2+vy^2 (y-energy),False
1.5,0.05,17,x*y+vx*vy (cross term),False
1.5,0.05,17,x*vy-y*vx (ang. momentum),False
2.0,0.05,17,x^2+vx^2 (x-energy),False
2.0,0.05,17,y^2+vy^2 (y-energy),False
2.0,0.05,17,x*y+vx*vy (cross term),False
2.0,0.05,17,x*vy-y*vx (ang. momentum),False
2.5,0.05,17,x^2+vx^2 (x-energy),False
2.5,0.05,17,y^2+vy^2 (y-energy),False
2.5,0.05,17,x*y+vx*vy (cross term),False
2.5,0.05,17,x*vy-y*vx (ang. momentum),False
3.0,0.05,17,x^2+vx^2 (x-energy),False
3.0,0.05,17,y^2+vy^2 (y-energy),False
3.0,0.05,17,x*y+vx*vy (cross term),False
3.0,0.05,17,x*vy-y*vx (ang. momentum),False
3.5,0.05,17,x^2+vx^2 (x-energy),False
3.5,0.05,17,y^2+vy^2 (y-energy),False
3.5,0.05,17,x*y+vx*vy (cross term),False
3.5,0.05,17,x*vy-y*vx (ang. momentum),False
4.0,0.05,17,x^2+vx^2 (x-energy),False
4.0,0.05,17,y^2+vy^2 (y-energy),False
4.0,0.05,17,x*y+vx*vy (cross term),False
4.0,0.05,17,x*vy-y*vx (ang. momentum),False
5.0,0.05,17,x^2+vx^2 (x-energy),False
5.0,0.05,17,y^2+vy^2 (y-energy),False
5.0,0.05,17,x*y+vx*vy (cross term),False
5.0,0.05,17,x*vy-y*vx (ang. momentum),False
7.0,0.05,17,x^2+vx^2 (x-energy),False
7.0,0.05,17,y^2+vy^2 (y-energy),False
7.0,0.05,17,x*y+vx*vy (cross term),False
7.0,0.05,17,x*vy-y*vx (ang. momentum),False
0.0,0.05,18,x^2+vx^2 (x-energy),False
0.0,0.05,18,y^2+vy^2 (y-energy),False
0.0,0.05,18,x*y+vx*vy (cross term),False
0.0,0.05,18,x*vy-y*vx (ang. momentum),False
1.0,0.05,18,x^2+vx^2 (x-energy),False
1.0,0.05,18,y^2+vy^2 (y-energy),False
1.0,0.05,18,x*y+vx*vy (cross term),False
1.0,0.05,18,x*vy-y*vx (ang. momentum),False
1.5,0.05,18,x^2+vx^2 (x-energy),False
1.5,0.05,18,y^2+vy^2 (y-energy),False
1.5,0.05,18,x*y+vx*vy (cross term),False
1.5,0.05,18,x*vy-y*vx (ang. momentum),False
2.0,0.05,18,x^2+vx^2 (x-energy),False
2.0,0.05,18,y^2+vy^2 (y-energy),False
2.0,0.05,18,x*y+vx*vy (cross term),False
2.0,0.05,18,x*vy-y*vx (ang. momentum),False
2.5,0.05,18,x^2+vx^2 (x-energy),False
2.5,0.05,18,y^2+vy^2 (y-energy),False
2.5,0.05,18,x*y+vx*vy (cross term),False
2.5,0.05,18,x*vy-y*vx (ang. momentum),False
3.0,0.05,18,x^2+vx^2 (x-energy),False
3.0,0.05,18,y^2+vy^2 (y-energy),False
3.0,0.05,18,x*y+vx*vy (cross term),False
3.0,0.05,18,x*vy-y*vx (ang. momentum),False
3.5,0.05,18,x^2+vx^2 (x-energy),False
3.5,0.05,18,y^2+vy^2 (y-energy),False
3.5,0.05,18,x*y+vx*vy (cross term),False
3.5,0.05,18,x*vy-y*vx (ang. momentum),False
4.0,0.05,18,x^2+vx^2 (x-energy),False
4.0,0.05,18,y^2+vy^2 (y-energy),False
4.0,0.05,18,x*y+vx*vy (cross term),False
4.0,0.05,18,x*vy-y*vx (ang. momentum),False
5.0,0.05,18,x^2+vx^2 (x-energy),False
5.0,0.05,18,y^2+vy^2 (y-energy),False
5.0,0.05,18,x*y+vx*vy (cross term),False
5.0,0.05,18,x*vy-y*vx (ang. momentum),False
7.0,0.05,18,x^2+vx^2 (x-energy),False
7.0,0.05,18,y^2+vy^2 (y-energy),False
7.0,0.05,18,x*y+vx*vy (cross term),False
7.0,0.05,18,x*vy-y*vx (ang. momentum),False
0.0,0.05,19,x^2+vx^2 (x-energy),False
0.0,0.05,19,y^2+vy^2 (y-energy),False
0.0,0.05,19,x*y+vx*vy (cross term),False
0.0,0.05,19,x*vy-y*vx (ang. momentum),True
1.0,0.05,19,x^2+vx^2 (x-energy),False
1.0,0.05,19,y^2+vy^2 (y-energy),False
1.0,0.05,19,x*y+vx*vy (cross term),False
1.0,0.05,19,x*vy-y*vx (ang. momentum),False
1.5,0.05,19,x^2+vx^2 (x-energy),False
1.5,0.05,19,y^2+vy^2 (y-energy),False
1.5,0.05,19,x*y+vx*vy (cross term),False
1.5,0.05,19,x*vy-y*vx (ang. momentum),False
2.0,0.05,19,x^2+vx^2 (x-energy),False
2.0,0.05,19,y^2+vy^2 (y-energy),False
2.0,0.05,19,x*y+vx*vy (cross term),False
2.0,0.05,19,x*vy-y*vx (ang. momentum),False
2.5,0.05,19,x^2+vx^2 (x-energy),False
2.5,0.05,19,y^2+vy^2 (y-energy),False
2.5,0.05,19,x*y+vx*vy (cross term),False
2.5,0.05,19,x*vy-y*vx (ang. momentum),False
3.0,0.05,19,x^2+vx^2 (x-energy),False
3.0,0.05,19,y^2+vy^2 (y-energy),False
3.0,0.05,19,x*y+vx*vy (cross term),False
3.0,0.05,19,x*vy-y*vx (ang. momentum),False
3.5,0.05,19,x^2+vx^2 (x-energy),False
3.5,0.05,19,y^2+vy^2 (y-energy),False
3.5,0.05,19,x*y+vx*vy (cross term),False
3.5,0.05,19,x*vy-y*vx (ang. momentum),False
4.0,0.05,19,x^2+vx^2 (x-energy),False
4.0,0.05,19,y^2+vy^2 (y-energy),False
4.0,0.05,19,x*y+vx*vy (cross term),False
4.0,0.05,19,x*vy-y*vx (ang. momentum),False
5.0,0.05,19,x^2+vx^2 (x-energy),False
5.0,0.05,19,y^2+vy^2 (y-energy),False
5.0,0.05,19,x*y+vx*vy (cross term),False
5.0,0.05,19,x*vy-y*vx (ang. momentum),False
7.0,0.05,19,x^2+vx^2 (x-energy),False
7.0,0.05,19,y^2+vy^2 (y-energy),False
7.0,0.05,19,x*y+vx*vy (cross term),False
7.0,0.05,19,x*vy-y*vx (ang. momentum),False
0.0,0.05,20,x^2+vx^2 (x-energy),False
0.0,0.05,20,y^2+vy^2 (y-energy),False
0.0,0.05,20,x*y+vx*vy (cross term),False
0.0,0.05,20,x*vy-y*vx (ang. momentum),False
1.0,0.05,20,x^2+vx^2 (x-energy),False
1.0,0.05,20,y^2+vy^2 (y-energy),False
1.0,0.05,20,x*y+vx*vy (cross term),False
1.0,0.05,20,x*vy-y*vx (ang. momentum),False
1.5,0.05,20,x^2+vx^2 (x-energy),False
1.5,0.05,20,y^2+vy^2 (y-energy),False
1.5,0.05,20,x*y+vx*vy (cross term),False
1.5,0.05,20,x*vy-y*vx (ang. momentum),False
2.0,0.05,20,x^2+vx^2 (x-energy),False
2.0,0.05,20,y^2+vy^2 (y-energy),False
2.0,0.05,20,x*y+vx*vy (cross term),False
2.0,0.05,20,x*vy-y*vx (ang. momentum),False
2.5,0.05,20,x^2+vx^2 (x-energy),False
2.5,0.05,20,y^2+vy^2 (y-energy),False
2.5,0.05,20,x*y+vx*vy (cross term),False
2.5,0.05,20,x*vy-y*vx (ang. momentum),False
3.0,0.05,20,x^2+vx^2 (x-energy),False
3.0,0.05,20,y^2+vy^2 (y-energy),False
3.0,0.05,20,x*y+vx*vy (cross term),False
3.0,0.05,20,x*vy-y*vx (ang. momentum),False
3.5,0.05,20,x^2+vx^2 (x-energy),False
3.5,0.05,20,y^2+vy^2 (y-energy),False
3.5,0.05,20,x*y+vx*vy (cross term),False
3.5,0.05,20,x*vy-y*vx (ang. momentum),False
4.0,0.05,20,x^2+vx^2 (x-energy),False
4.0,0.05,20,y^2+vy^2 (y-energy),False
4.0,0.05,20,x*y+vx*vy (cross term),False
4.0,0.05,20,x*vy-y*vx (ang. momentum),False
5.0,0.05,20,x^2+vx^2 (x-energy),False
5.0,0.05,20,y^2+vy^2 (y-energy),False
5.0,0.05,20,x*y+vx*vy (cross term),False
5.0,0.05,20,x*vy-y*vx (ang. momentum),False
7.0,0.05,20,x^2+vx^2 (x-energy),False
7.0,0.05,20,y^2+vy^2 (y-energy),False
7.0,0.05,20,x*y+vx*vy (cross term),False
7.0,0.05,20,x*vy-y*vx (ang. momentum),False
0.0,0.05,21,x^2+vx^2 (x-energy),False
0.0,0.05,21,y^2+vy^2 (y-energy),False
0.0,0.05,21,x*y+vx*vy (cross term),False
0.0,0.05,21,x*vy-y*vx (ang. momentum),False
1.0,0.05,21,x^2+vx^2 (x-energy),False
1.0,0.05,21,y^2+vy^2 (y-energy),False
1.0,0.05,21,x*y+vx*vy (cross term),False
1.0,0.05,21,x*vy-y*vx (ang. momentum),False
1.5,0.05,21,x^2+vx^2 (x-energy),False
1.5,0.05,21,y^2+vy^2 (y-energy),False
1.5,0.05,21,x*y+vx*vy (cross term),False
1.5,0.05,21,x*vy-y*vx (ang. momentum),False
2.0,0.05,21,x^2+vx^2 (x-energy),False
2.0,0.05,21,y^2+vy^2 (y-energy),False
2.0,0.05,21,x*y+vx*vy (cross term),False
2.0,0.05,21,x*vy-y*vx (ang. momentum),False
2.5,0.05,21,x^2+vx^2 (x-energy),False
2.5,0.05,21,y^2+vy^2 (y-energy),False
2.5,0.05,21,x*y+vx*vy (cross term),False
2.5,0.05,21,x*vy-y*vx (ang. momentum),False
3.0,0.05,21,x^2+vx^2 (x-energy),False
3.0,0.05,21,y^2+vy^2 (y-energy),False
3.0,0.05,21,x*y+vx*vy (cross term),False
3.0,0.05,21,x*vy-y*vx (ang. momentum),False
3.5,0.05,21,x^2+vx^2 (x-energy),False
3.5,0.05,21,y^2+vy^2 (y-energy),False
3.5,0.05,21,x*y+vx*vy (cross term),False
3.5,0.05,21,x*vy-y*vx (ang. momentum),False
4.0,0.05,21,x^2+vx^2 (x-energy),False
4.0,0.05,21,y^2+vy^2 (y-energy),False
4.0,0.05,21,x*y+vx*vy (cross term),False
4.0,0.05,21,x*vy-y*vx (ang. momentum),False
5.0,0.05,21,x^2+vx^2 (x-energy),False
5.0,0.05,21,y^2+vy^2 (y-energy),False
5.0,0.05,21,x*y+vx*vy (cross term),False
5.0,0.05,21,x*vy-y*vx (ang. momentum),False
7.0,0.05,21,x^2+vx^2 (x-energy),False
7.0,0.05,21,y^2+vy^2 (y-energy),False
7.0,0.05,21,x*y+vx*vy (cross term),False
7.0,0.05,21,x*vy-y*vx (ang. momentum),False
0.0,0.05,22,x^2+vx^2 (x-energy),False
0.0,0.05,22,y^2+vy^2 (y-energy),False
0.0,0.05,22,x*y+vx*vy (cross term),False
0.0,0.05,22,x*vy-y*vx (ang. momentum),False
1.0,0.05,22,x^2+vx^2 (x-energy),False
1.0,0.05,22,y^2+vy^2 (y-energy),False
1.0,0.05,22,x*y+vx*vy (cross term),False
1.0,0.05,22,x*vy-y*vx (ang. momentum),False
1.5,0.05,22,x^2+vx^2 (x-energy),False
1.5,0.05,22,y^2+vy^2 (y-energy),False
1.5,0.05,22,x*y+vx*vy (cross term),False
1.5,0.05,22,x*vy-y*vx (ang. momentum),False
2.0,0.05,22,x^2+vx^2 (x-energy),False
2.0,0.05,22,y^2+vy^2 (y-energy),False
2.0,0.05,22,x*y+vx*vy (cross term),False
2.0,0.05,22,x*vy-y*vx (ang. momentum),False
2.5,0.05,22,x^2+vx^2 (x-energy),False
2.5,0.05,22,y^2+vy^2 (y-energy),False
2.5,0.05,22,x*y+vx*vy (cross term),False
2.5,0.05,22,x*vy-y*vx (ang. momentum),False
3.0,0.05,22,x^2+vx^2 (x-energy),False
3.0,0.05,22,y^2+vy^2 (y-energy),False
3.0,0.05,22,x*y+vx*vy (cross term),False
3.0,0.05,22,x*vy-y*vx (ang. momentum),False
3.5,0.05,22,x^2+vx^2 (x-energy),False
3.5,0.05,22,y^2+vy^2 (y-energy),False
3.5,0.05,22,x*y+vx*vy (cross term),False
3.5,0.05,22,x*vy-y*vx (ang. momentum),False
4.0,0.05,22,x^2+vx^2 (x-energy),False
4.0,0.05,22,y^2+vy^2 (y-energy),False
4.0,0.05,22,x*y+vx*vy (cross term),False
4.0,0.05,22,x*vy-y*vx (ang. momentum),False
5.0,0.05,22,x^2+vx^2 (x-energy),False
5.0,0.05,22,y^2+vy^2 (y-energy),False
5.0,0.05,22,x*y+vx*vy (cross term),False
5.0,0.05,22,x*vy-y*vx (ang. momentum),False
7.0,0.05,22,x^2+vx^2 (x-energy),False
7.0,0.05,22,y^2+vy^2 (y-energy),False
7.0,0.05,22,x*y+vx*vy (cross term),False
7.0,0.05,22,x*vy-y*vx (ang. momentum),False
0.0,0.05,23,x^2+vx^2 (x-energy),False
0.0,0.05,23,y^2+vy^2 (y-energy),False
0.0,0.05,23,x*y+vx*vy (cross term),False
0.0,0.05,23,x*vy-y*vx (ang. momentum),False
1.0,0.05,23,x^2+vx^2 (x-energy),False
1.0,0.05,23,y^2+vy^2 (y-energy),False
1.0,0.05,23,x*y+vx*vy (cross term),False
1.0,0.05,23,x*vy-y*vx (ang. momentum),False
1.5,0.05,23,x^2+vx^2 (x-energy),False
1.5,0.05,23,y^2+vy^2 (y-energy),False
1.5,0.05,23,x*y+vx*vy (cross term),False
1.5,0.05,23,x*vy-y*vx (ang. momentum),False
2.0,0.05,23,x^2+vx^2 (x-energy),False
2.0,0.05,23,y^2+vy^2 (y-energy),False
2.0,0.05,23,x*y+vx*vy (cross term),False
2.0,0.05,23,x*vy-y*vx (ang. momentum),False
2.5,0.05,23,x^2+vx^2 (x-energy),False
2.5,0.05,23,y^2+vy^2 (y-energy),False
2.5,0.05,23,x*y+vx*vy (cross term),False
2.5,0.05,23,x*vy-y*vx (ang. momentum),False
3.0,0.05,23,x^2+vx^2 (x-energy),False
3.0,0.05,23,y^2+vy^2 (y-energy),False
3.0,0.05,23,x*y+vx*vy (cross term),False
3.0,0.05,23,x*vy-y*vx (ang. momentum),False
3.5,0.05,23,x^2+vx^2 (x-energy),False
3.5,0.05,23,y^2+vy^2 (y-energy),False
3.5,0.05,23,x*y+vx*vy (cross term),False
3.5,0.05,23,x*vy-y*vx (ang. momentum),False
4.0,0.05,23,x^2+vx^2 (x-energy),False
4.0,0.05,23,y^2+vy^2 (y-energy),False
4.0,0.05,23,x*y+vx*vy (cross term),False
4.0,0.05,23,x*vy-y*vx (ang. momentum),False
5.0,0.05,23,x^2+vx^2 (x-energy),False
5.0,0.05,23,y^2+vy^2 (y-energy),False
5.0,0.05,23,x*y+vx*vy (cross term),False
5.0,0.05,23,x*vy-y*vx (ang. momentum),False
7.0,0.05,23,x^2+vx^2 (x-energy),False
7.0,0.05,23,y^2+vy^2 (y-energy),False
7.0,0.05,23,x*y+vx*vy (cross term),False
7.0,0.05,23,x*vy-y*vx (ang. momentum),False
0.0,0.05,24,x^2+vx^2 (x-energy),False
0.0,0.05,24,y^2+vy^2 (y-energy),False
0.0,0.05,24,x*y+vx*vy (cross term),False
0.0,0.05,24,x*vy-y*vx (ang. momentum),True
1.0,0.05,24,x^2+vx^2 (x-energy),False
1.0,0.05,24,y^2+vy^2 (y-energy),False
1.0,0.05,24,x*y+vx*vy (cross term),False
1.0,0.05,24,x*vy-y*vx (ang. momentum),False
1.5,0.05,24,x^2+vx^2 (x-energy),False
1.5,0.05,24,y^2+vy^2 (y-energy),False
1.5,0.05,24,x*y+vx*vy (cross term),False
1.5,0.05,24,x*vy-y*vx (ang. momentum),False
2.0,0.05,24,x^2+vx^2 (x-energy),False
2.0,0.05,24,y^2+vy^2 (y-energy),False
2.0,0.05,24,x*y+vx*vy (cross term),False
2.0,0.05,24,x*vy-y*vx (ang. momentum),False
2.5,0.05,24,x^2+vx^2 (x-energy),False
2.5,0.05,24,y^2+vy^2 (y-energy),False
2.5,0.05,24,x*y+vx*vy (cross term),False
2.5,0.05,24,x*vy-y*vx (ang. momentum),False
3.0,0.05,24,x^2+vx^2 (x-energy),False
3.0,0.05,24,y^2+vy^2 (y-energy),False
3.0,0.05,24,x*y+vx*vy (cross term),False
3.0,0.05,24,x*vy-y*vx (ang. momentum),False
3.5,0.05,24,x^2+vx^2 (x-energy),False
3.5,0.05,24,y^2+vy^2 (y-energy),False
3.5,0.05,24,x*y+vx*vy (cross term),False
3.5,0.05,24,x*vy-y*vx (ang. momentum),False
4.0,0.05,24,x^2+vx^2 (x-energy),False
4.0,0.05,24,y^2+vy^2 (y-energy),False
4.0,0.05,24,x*y+vx*vy (cross term),False
4.0,0.05,24,x*vy-y*vx (ang. momentum),False
5.0,0.05,24,x^2+vx^2 (x-energy),False
5.0,0.05,24,y^2+vy^2 (y-energy),False
5.0,0.05,24,x*y+vx*vy (cross term),False
5.0,0.05,24,x*vy-y*vx (ang. momentum),False
7.0,0.05,24,x^2+vx^2 (x-energy),False
7.0,0.05,24,y^2+vy^2 (y-energy),False
7.0,0.05,24,x*y+vx*vy (cross term),False
7.0,0.05,24,x*vy-y*vx (ang. momentum),False
0.0,0.05,25,x^2+vx^2 (x-energy),False
0.0,0.05,25,y^2+vy^2 (y-energy),False
0.0,0.05,25,x*y+vx*vy (cross term),False
0.0,0.05,25,x*vy-y*vx (ang. momentum),False
1.0,0.05,25,x^2+vx^2 (x-energy),False
1.0,0.05,25,y^2+vy^2 (y-energy),False
1.0,0.05,25,x*y+vx*vy (cross term),False
1.0,0.05,25,x*vy-y*vx (ang. momentum),False
1.5,0.05,25,x^2+vx^2 (x-energy),False
1.5,0.05,25,y^2+vy^2 (y-energy),False
1.5,0.05,25,x*y+vx*vy (cross term),False
1.5,0.05,25,x*vy-y*vx (ang. momentum),False
2.0,0.05,25,x^2+vx^2 (x-energy),False
2.0,0.05,25,y^2+vy^2 (y-energy),False
2.0,0.05,25,x*y+vx*vy (cross term),False
2.0,0.05,25,x*vy-y*vx (ang. momentum),False
2.5,0.05,25,x^2+vx^2 (x-energy),False
2.5,0.05,25,y^2+vy^2 (y-energy),False
2.5,0.05,25,x*y+vx*vy (cross term),False
